alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie. Règlement UE N° 1169/2011 (kcal/100 g);Protéines. N x facteur de Jones (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Viande;Riche Glucide;Riche Lipide
viandes, œufs, poissons et assimilés;viandes cuites;abats;Foie, dinde, cuit;182;27;0;8.18;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Langue, veau, cuite;237;21;0;17;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Langue, boeuf, cuite;235;23.7;0;15.6;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Ris, agneau, cuit;227;22.8;0;15.1;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Ris, veau, braise ou saute/poêle;136;21;0;5.8;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Rognon, cuit (aliment moyen);161;26.1;0;6.31;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Rognon, boeuf, cuit;171;27;0;7;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Rognon, porc, cuit;144;25.4;0;4.7;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Rognon, agneau, braise;127;23.7;0;3.62;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Rognon, veau, braise ou saute/poêle;167;26;0;7;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Abat, cuit (aliment moyen);162;25.1;1.36;6.24;true;false;false
viandes, œufs, poissons et assimilés;viandes cuites;abats;Gesier, canard, confit, appertise;149;32.4;0;2.1;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, epaule, crue;168;20.4;0;9.64;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, basse-cote, crue;201;19;1.45;13.2;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, gite a la noix, cru;148;21.3;0;7.05;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, entrecote, crue;231;19.4;0;17.1;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, rond de gite, cru;111;22.9;0.38;2.02;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, faux-filet, cru;152;22.3;0.6;6.74;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, filet, cru;132;21.6;0.22;4.95;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, plat de cotes, cru;287;18.4;0;23.7;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, hampe, crue;154;19;0;8.63;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, joue, crue;136;22.3;0.4;5.02;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, jarret, cru;122;20.9;0;4.25;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, tende de tranche, crue;116;23.1;0.57;2.34;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, steak ou bifteck, cru;223;19.2;0;16.2;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, boule de macreuse, crue;118;21.8;0;3.36;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, onglet, cru;138;19.9;0.62;6.18;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, rumsteck, cru;114;22.5;0.4;2.5;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, bavette d'aloyau, crue;133;20.4;0;5.67;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, a bourguignon ou pot-au-feu, cru;164;24;0;7.5;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, collier, cru;198;20.1;0.78;12.7;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, steak hache 5% MG, cru;130;21.9;0.3;4.59;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, steak hache 10% MG, cru;171;20;0.05;10.1;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, steak hache 15% MG, cru;209;20.2;0.47;14.1;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, steak hache 20% MG, cru;249;17.3;0;20;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, paleron, cru;144;21.2;0;6.54;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Boeuf, queue, crue;203;21.5;0.23;12.9;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, cote, crue;189;18.3;0;12.9;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, carre, cru;145;19.5;0.4;7.25;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, escalope, crue;108;20.7;0.58;2.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, noix, crue;111;21.8;0;2.58;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, filet, cru;95;20.6;0;1.4;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, steak hache 20% MG, cru;243;16.7;0.4;19.5;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, poitrine, crue;176;18.7;0;11.2;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, roti, cru;145;27.3;0;3.96;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, epaule, crue;124;20.7;0;4.63;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;bœuf et veau;Veau, jarret, cru;118;21.3;0;3.66;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, epaule, crue;178;18.9;0.38;11.2;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, poitrine, crue;253;17;0;20.5;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, longe, crue;175;20.8;0.75;9.89;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, jarret, cru;187;19.9;0;12;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, cote, crue;164;19.8;0.38;9.3;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, rouelle de jambon, crue;149;20.2;0;7.56;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, carre, cru;146;22.7;0.4;5.94;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, filet, maigre, cru;117;21.2;0;3.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, filet mignon, cru;123;21.2;0.4;4.09;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, roti, cru;153;22.3;0.5;6.86;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, echine, crue;198;18;0.1;14;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, travers, cru;237;18;0.6;18;true;false;true
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, escalope de jambon, crue;129;21.5;0;4.76;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, bardiere decouennee, crue;744;4.51;0.1;80.6;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, gorge, decouennee, crue;475;11.6;0.14;47.5;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, hachage sans jarret, sans bateau, decouenne, degraisse, desosse, cru;187;18.9;0.23;12.3;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, jambon sans jarret, sans bateau, decouenne, degraisse, desosse, cru;141;20.9;0.28;6.3;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, jambonneau arriere, decouenne, degraissse, desosse, cru;148;20.2;0.28;7.31;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, maigre 90/10, cru;212;18.8;0.24;15.1;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, maigre 80/20, cru;293;17.3;0.26;24.7;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, palette, decouennee, degraissee, desossee, crue;174;19.9;0.25;10.4;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, poitrine cutter, sans mouille, crue;323;15.9;0.22;28.7;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;porc;Porc, roti filet avec chainette, cru;146;22.3;0.37;6.2;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, cuisse, viande et peau, cru;192;17.3;0;13.5;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, viande, crue;113;20;0;3.73;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet (var. blanc), viande et peau, cru;123;21.2;0;4.3;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet fermier, viande et peau, cru;135;21.5;0.2;5.4;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, viande et peau, cru;173;20.2;0.3;10.1;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, filet, sans peau, cru;110;23.4;0;1.5;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, haut de cuisse, viande, cru;116;19.7;0;4.12;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, pilon, cru;155;18.4;0;9.05;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, aile, viande et peau, cru;181;20.4;0;11;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, cuisse, viande, cru;114;19.3;0;4.05;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, poitrine, viande et peau, cru;157;21.1;0;8.08;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, cuisse, viande et peau, cru, bio;193;18.1;0;13.3;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, cuisse, viande et peau, cru, label rouge;173;19.1;0;10.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, filet, sans peau, cru, bio;118;24.6;0;1.8;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;poulet;Poulet, filet, sans peau, cru, label rouge;113;25.2;0;1;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;dinde;Dinde, viande et peau, crue;132;23.4;0;4.31;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;dinde;Dinde, viande, crue;110;22.4;0.8;1.88;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;dinde;Dinde, escalope, crue;109;24.1;0.51;1.22;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;dinde;Dinde, cuisse, viande et peau, crue;150;19.8;0;7.85;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;dinde;Dinde, cuisse, viande sans peau, crue;109;21.3;0.4;2.5;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;dinde;Dinde, aile, crue;192;20.2;0;12.3;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Mouton, epaule, crue;204;18.3;0.1;14.5;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, cotelette, crue;368;14.4;0;34.5;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, gigot, cru;128;20;0.48;5.13;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, epaule, crue;170;18.3;0.45;10.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, epaule, maigre, crue;139;19.6;0;6.76;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, selle, crue;236;17.5;0;18.4;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, cote filet, crue;242;17.6;2.3;18;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, cote premiere, crue;276;16.9;0;23.1;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, cote ou cotelette, crue (aliment moyen);273;16.3;0.92;22.6;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;agneau et mouton;Agneau, cote decouverte, crue;205;16.3;1.38;15;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;gibier;Sanglier, cru;147;20.7;0;7.13;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;gibier;Lievre, viande crue;111;21.6;0;2.67;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;gibier;Chevreuil, cru;110;23;0;2;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;gibier;Cerf, cru;113;23.7;0;2.04;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;gibier;Faisan, viande, cru;127;23.3;0;3.78;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;gibier;Faisan, viande et peau, cru;164;23.2;0;7.95;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Cheval, viande, crue;167;18.8;0.6;10;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Cheval, steak, cru;129;21.4;0.4;4.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Chevreau, cru;103;20.6;0;2.31;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Lapin, viande crue;189;20.4;0.66;11.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Lapin de garenne, viande, crue;108;21.8;0;2.32;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Poule, viande et peau, crue;215;17.8;0.4;15.8;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Poule, viande ,crue;124;20.9;0;4.51;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Poule, cuisse, crue;131;19.6;0;5.92;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Chapon, viande et peau, cru;183;21.8;0;10.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Caille, viande et peau, crue;136;21.5;0;5.55;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Caille, viande, crue;126;22.5;0.5;3.81;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Canard, viande, crue;126;19.4;0;5.33;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Canard, viande et peau, cru;284;17.4;2.75;22.6;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Canard, magret, cru;340;17.9;0.85;29.4;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Oie, viande crue;155;22.6;0;7.12;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Oie, viande et peau, crue;365;15.7;0;33.6;false;false;true
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Pigeon, cru;222;18.9;0.7;16;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Pintade, crue;143;22.8;0;5.75;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Pintade, poitrine, crue;107;25.1;0;0.7;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Pintade, cuisse, crue;121;21.3;0;4;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;autres viandes;Autruche, viande crue;159;20.2;0;8.7;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Cervelle, agneau, crue;122;10.4;0.8;8.58;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Cervelle, porc, crue;124;10.3;0;9.21;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Cervelle, veau, crue;117;10.3;0.5;8.21;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Coeur, boeuf, cru;103;18.5;0.7;2.95;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Coeur, poulet, cru;149;15.6;0.7;9.32;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Coeur, dinde, cru;135;16.7;0.4;7.44;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Coeur, agneau, cru;119;16.5;0.4;5.68;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Coeur, porc, cru;109;17.1;0.4;4.33;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Coeur, veau, cru;106;16.1;1.8;3.84;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, agneau, cru;148;21.8;2.92;5.45;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, genisse, cru;138;21;3.67;4.3;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, veau, cru;120;15.5;5.64;3.4;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, volaille, cru;133;21.3;1.13;4.88;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, lapin, cru;132;19;5;4;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, poulet, cru;121;18.8;1.1;4.62;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, dinde, cru;123;18.3;0;5.5;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, porc, cru;127;20.6;1.85;4.2;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, oie, cru;129;16.3;6.3;4.29;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Foie, canard, cru;131;18.7;3.5;4.62;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Langue, boeuf, crue;193;16.8;0.4;13.8;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Langue, veau, crue;151;17;0.9;8.84;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Langue, porc, crue;191;16.6;0.5;13.6;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Langue, agneau, crue;167;15.4;1.75;10.9;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Ris, agneau, cru;122;14.6;0;7.04;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Ris, veau, cru;96.6;17.4;0;3.02;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Rognon, boeuf, cru;95.9;17.1;0.9;2.65;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Rognon, porc, cru;97.9;16.4;1.1;3.13;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Rognon, agneau, cru;94.1;14.7;1.13;3.43;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Rognon, veau, cru;86.1;16;0.2;2.36;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Tripes, boeuf, crues;81.5;12.1;0;3.69;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Sang, boeuf, cru;82.1;19.5;0.8;0.12;true;false;false
viandes, œufs, poissons et assimilés;viandes crues;abats;Gesier, poulet, cru;105;17.3;0.6;3.75;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon persille en gelee;152;19;0.48;7.9;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon de porc a cuire ou Jambon a rotir/cuire au four;161;19.9;0;9.08;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Filet de bacon;118;23.1;0.7;2.6;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, fume;135;20;0.79;5.8;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, superieur;125;20.8;0.81;4.28;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, superieur, avec couenne;137;20.2;0.91;5.82;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, superieur, decouenne;117;20.5;0.77;3.52;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon a l'os braise;238;21.6;0.3;16.8;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, superieur, decouenne degraisse;119;20.3;1.03;3.66;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, superieur, a teneur reduite en sel;121;20.8;0.74;3.83;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, choix;125;19.5;1.7;4.5;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;epaule de porc, cuite, choix, decouennee degraissee;121;18;1.93;4.5;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, choix, avec couenne;137;19.4;0.55;6.3;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, choix, decouenne degraisse;114;19.6;1.61;3.24;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Rond de jambon cuit;182;20.3;1.4;10.6;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Des, allumettes, rape ou hache de jambon;121;17.9;2.08;4.46;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;epaule de porc, cuite, standard, decouennee degraissee;123;13.7;3.58;5.98;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon cuit, de Paris, decouenne degraisse;115;20;1.08;3.42;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Des, allumettes, rape ou hache de jambon de volaille;132;18;1.58;5.88;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambonneau, cuit;162;23.2;0.4;7.52;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon de poulet ou Blanc de poulet en tranche;106;20.7;1.39;1.79;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons cuits;Jambon de dinde ou Blanc de dinde en tranche;104;20.9;1.29;1.67;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon cru;225;25.9;0.76;13.2;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon cru, fume;246;24.2;0.98;16.1;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon sec, decouenne, degraisse;192;26.3;0.3;9.5;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon cru, fume, allege en matiere grasse;142;27.7;0.1;3.4;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon de Bayonne;228;28;0.63;12.6;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon sec;230;28.7;0.48;12.6;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon sec de Parme;248;27.2;0.3;15.4;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Jambon sec Serrano;235;30.4;0.76;12.3;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Coppa;284;25;1;20;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;jambons secs et crus;Pancetta ou Poitrine roulee seche;342;20.2;0.75;28.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisson secs;Saucisson sec;418;24.2;2.41;34.5;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisson secs;Saucisson sec pur porc;417;28.7;1.79;32.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisson secs;Saucisson sec pur porc, qualite superieure;366;27.7;1.65;27.6;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisson secs;Rosette ou Fuseau;380;24.2;1.79;30.7;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisson secs;Saucisse seche;451;27.3;1.7;37.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisson secs;Saucisson sec aux noix et/ou noisettes;477;27.7;1.78;39.7;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Chipolata, cuite;282;18.8;0.8;22.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de Toulouse, cuite;274;18.8;0;22.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Chair a saucisse, crue;323;14.7;0.6;29.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Chair a saucisse, pur porc, crue;273;15.4;5.25;21.2;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Farce porc et boeuf, crue;309;11.8;4.4;26.5;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de Morteau;397;16;1;36.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de Montbeliard;319;17.3;1;27.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de Morteau, bouillie/cuite a l'eau;323;15.2;0;29.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de Toulouse, crue;327;13.2;1;30;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Chipolata, crue;253;15.8;1;20.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de volaille, facon charcutiere;231;16.8;1.19;17.7;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de volaille, type Knack;236;14;1.82;18.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de Francfort;271;13.7;1.24;23.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Merguez, crue;316;13.5;2.5;28;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Merguez, boeuf et mouton, cuite;283;19.8;1.8;21.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Merguez, boeuf et mouton, crue;315;14;2.8;27.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de foie;374;11.7;0.9;35.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de Strasbourg ou Knack;291;12.4;1.39;25.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse cocktail;290;12.7;1.46;25.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse de jambon pur porc;224;15.7;1;17.5;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;saucisses et assimilés;Saucisse (aliment moyen);281;17.3;0.88;23;false;false;true
