alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie. Règlement UE N° 1169/2011 (kcal/100 g);Protéines. N x facteur de Jones (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Viande;Riche Glucide;Riche Lipide
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Confit de foie de porc;346;16;14.1;25;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Confit de foie de volaille;356;14;7.42;30;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate au poivre vert;358;10.1;1.45;34.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate ou terrine de campagne;323;15.5;1.5;28.2;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate breton;363;11;2.88;34;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Terrine de canard;320;13.2;4.44;27.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate de lapin;247;16.3;0.00027;20.2;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Terrine de lapin;281;16.5;5.67;21.2;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate de gibier;284;15;4;23;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate ou terrine aux champignons (forestier);329;12.6;5.93;28.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate de foie de porc, superieur;341;13;2.4;31;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate de foie de porc;355;10.8;2.91;33.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Mousse de foie de porc superieure ou Creme de foie;322;11.1;10.3;26.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Mousse de foie de porc;287;12;3.39;24.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Mousse de canard;395;10.1;7.07;36.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate de foie de volaille;269;13.8;1.96;22.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate de foie d'oie;459;11.4;4.67;43.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate (aliment moyen);325;13.6;4.61;27.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;pâtés et terrines;Pate en croûte;292;11;22.9;17.1;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;rillettes;Rillettes traditionnelles de porc;390;14.3;0.2;36.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;rillettes;Rillettes pur porc;414;16.7;0.13;38.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;rillettes;Rillettes du Mans;420;15.6;4.7;37.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;rillettes;Rillettes de canard;377;15.3;1.03;34.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;rillettes;Rillettes d'oie;364;14.9;0.99;33.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;rillettes;Rillettes de poulet;340;16.4;0.49;30.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;quenelles;Quenelle de veau, en sauce;165;3.52;15.6;9.5;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;quenelles;Quenelle de volaille, crue;187;9.3;14.1;10.1;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;quenelles;Quenelle de volaille, en sauce;138;3.55;10.3;8.92;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;quenelles;Quenelle de poisson, en sauce;135;3.79;10.5;8.51;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;quenelles;Quenelle de poisson, crue;245;8.1;23.6;12.7;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;quenelles;Quenelle nature, crue;217;7.68;14.8;13.7;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Confit de canard;273;25.7;0.15;18.8;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Canard, magret fume;364;21.9;0.55;30.5;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Foie gras, canard, entier, cuit;535;8.41;2.32;54.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Foie gras, canard, bloc, sans morceaux;482;5.75;2.1;50;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Foie gras, canard, bloc, 30% de morceaux;489;6.88;2.43;50.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Foie gras, canard, bloc, 50% de morceaux;479;6.39;2;49.5;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Foie gras de canard, cru;600;5.94;1.41;63.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Foie gras, canard, bloc (aliment moyen);489;6.88;2.43;50.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Galantine (aliment moyen);279;15.2;1.57;23.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Roulade de porc pistachee;258;17.7;0.7;20.2;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Jambon en croûte;193;14.1;17.8;7;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Fromage de tête;173;14.1;0.2;12.9;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Museau de porc vinaigrette;185;8.22;1.02;16.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Museau de boeuf;151;26.2;0;5.17;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Andouille;211;18.4;0.3;15.1;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Andouille, rechauffee a la poêle;271;22.5;0;20;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Andouillette, a cuire;227;18.8;1;16.3;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Andouillette, sautee/poêlee;303;24.5;1;22.3;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Andouillette de Troyes, a cuire;254;19.7;0.5;19;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Boudin noir, a cuire;313;12.2;4.5;27.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Boudin noir, saute/poêle;246;11.9;3.78;20.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Boudin, saute/poêle (aliment moyen);246;11.3;4.02;19.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Boudin blanc truffe, a cuire;227;11.3;4.8;17.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Museau de boeuf en vinaigrette;167;11.3;1;13.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Lardon nature, cru;270;16.6;1.01;22.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Poitrine de porc, fumee, crue;303;15.6;0.79;26.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Bresaola;165;31.6;0;4.3;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Lardon nature, cuit;324;23.8;2;24.5;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Corned-beef, appertise;188;23.1;0.1;10.5;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Oreille de porc demi-sel;228;22.5;0.6;15.1;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Pied de porc demi-sel;137;11.6;0.01;10;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Poitrine de porc demi-sel;268;16.8;0.75;22;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Lardon fume, cru;275;16.7;0.96;22.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Lardon fume, cuit;261;14.7;0.8;22.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Viande des Grisons;209;38.9;1;5.47;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Hache de volaille;137;17.7;3.5;5.68;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Roti de volaille en salaison, cuit;110;22;1.28;1.73;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Chorizo;433;23.5;3.05;36.1;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Chorizo superieur, doux ou fort, type saucisse seche;476;20.9;2.6;41.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Chorizo superieur, doux ou fort, type charcuterie en tranches;322;22.6;2.1;23.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Salami;451;17.7;1.05;41.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Salami pur porc;400;22.6;1.6;33.7;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Salami porc et boeuf;351;21.5;1.56;28.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Salami type danois;459;17;1.35;42.9;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Saucisson a l'ail;280;15;1.63;23.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Saucisson cuit pur porc;322;13.8;1.3;29;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Saucisson de Paris;346;12.5;0.6;32.7;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Saucisson de Paris, fume;288;13.7;0.6;25.6;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Saucisson brioche, cuit;309;14.7;22.6;17.4;false;true;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Cervelas;278;11.9;1.56;24.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Cervelas obernois;305;13;1;27.5;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Cervelas a l'ail, pur porc;297;12.5;0.2;27.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Mortadelle;305;15;1.4;26.7;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Mortadelle, pur porc;298;14.8;1.55;25.8;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Mortadelle, porc et boeuf;297;16.4;0.7;25.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;autres spécialités charcutières;Mortadelle pistachee pur porc;320;14.4;1.16;28.2;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;substituts de charcuteries pour végétariens;Specialite vegetale type jambon cuit, preemballee;242;29.7;4.13;11.1;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;substituts de charcuteries pour végétariens;Specialite vegetale type pate, preemballee;197;3.56;9.45;15.4;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;substituts de charcuteries pour végétariens;Saucisse vegetale au tofu (convient aux veganes ou vegetaliens), preemballee;231;13.4;5.69;16.3;false;false;true
viandes, œufs, poissons et assimilés;charcuteries et assimilés;substituts de charcuteries pour végétariens;Quenelle au tofu (ne convient pas aux veganes ou vegetaliens), preemballee;136;11;4.97;7.2;true;false;false
viandes, œufs, poissons et assimilés;charcuteries et assimilés;substituts de charcuteries pour végétariens;Saucisse vegetale au ble ou seitan, preemballe;250;27.1;7.53;10.5;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Cordon bleu de volaille, preemballe;226;14;14.6;12.2;false;true;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Boeuf, boulettes cuites;217;18.5;5.65;13.3;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Veau, escalope panee, cuite;271;22.9;12.6;14.1;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Boulettes au porc et au boeuf (a la suedoise), preemballees, crues;260;14.4;7.78;18.6;false;false;true
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Boulettes au boeuf et a l'agneau (type kefta), preemballees, crues;247;15.7;9.46;15.7;true;false;true
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Brochette de volaille;195;18.6;0.8;13;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Brochette de boeuf;191;17.1;1.02;12.9;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Brochette mixte de viande;208;19.7;1.02;13.8;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Volaille, croquette panee ou nuggets;239;13.1;16.2;13.2;false;true;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Brochette d'agneau;112;12.6;2.54;5.1;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Brochette de porc, crue;131;15.6;2.1;6.5;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Poulet, croquette panee ou nuggets;250;15.6;19.4;11.6;false;true;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Poulet, manchons marines, rotis/cuits au four;213;22.4;2.1;12.6;true;false;false
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Poulet, escalope panee;339;7.25;21.7;24;false;false;true
viandes, œufs, poissons et assimilés;autres produits à base de viande;-;Dinde, escalope viennoise ou milanaise ou escalope panee;211;14.1;13.5;10.9;true;false;false
viandes, œufs, poissons et assimilés;poissons cuits;-;Saumon, cuit, sans precision (aliment moyen);205;23;0;12.5;true;false;false
